sStart Time, Thu Feb 23 14:42:53 GMT-0700 2023,,
Energy calibration,  Offset: -0.06771931052207947, Slope: 0.1000848338007927, Quadratic: 0
Live Time (s),433.07,,
Real Time (s),522.36,,
Elapsed Computational,1000000,,
Spectrum,,,
Channel, Energy (keV), Counts,
171,17.04678727,1058,
172,17.1468721,986,
173,17.24695694,1003,
174,17.34704177,1020,
175,17.4471266,1058,
176,17.54721144,998,
177,17.64729627,1009,
178,17.74738111,1029,
179,17.84746594,1058,
180,17.94755077,1002,
181,18.04763561,971,
182,18.14772044,1044,
183,18.24780528,990,
184,18.34789011,1018,
185,18.44797494,908,
186,18.54805978,1031,
187,18.64814461,1022,
188,18.74822944,1017,
189,18.84831428,981,
190,18.94839911,960,
191,19.04848395,1058,
192,19.14856878,975,
193,19.24865361,907,
194,19.34873845,1008,
195,19.44882328,977,
196,19.54890811,949,
197,19.64899295,944,
198,19.74907778,1016,
199,19.84916262,988,
200,19.94924745,933,
201,20.04933228,983,
202,20.14941712,960,
203,20.24950195,984,
204,20.34958678,993,
205,20.44967162,988,
206,20.54975645,984,
207,20.64984129,998,
208,20.74992612,981,
209,20.85001095,1030,
210,20.95009579,979,
211,21.05018062,979,
212,21.15026546,1010,
213,21.25035029,967,
214,21.35043512,1012,
215,21.45051996,991,
216,21.55060479,924,
217,21.65068962,943,
218,21.75077446,961,
219,21.85085929,918,
220,21.95094413,956,
221,22.05102896,948,
222,22.15111379,910,
223,22.25119863,928,
224,22.35128346,940,
225,22.45136829,899,
226,22.55145313,944,
227,22.65153796,872,
228,22.7516228,953,
229,22.85170763,908,
230,22.95179246,923,
231,23.0518773,945,
232,23.15196213,921,
233,23.25204697,949,
234,23.3521318,860,
235,23.45221663,918,
236,23.55230147,901,
237,23.6523863,972,
238,23.75247113,939,
239,23.85255597,934,
240,23.9526408,965,
241,24.05272564,902,
242,24.15281047,934,
243,24.2528953,883,
244,24.35298014,901,
245,24.45306497,910,
246,24.5531498,909,
247,24.65323464,920,
248,24.75331947,907,
249,24.85340431,933,
250,24.95348914,891,
251,25.05357397,895,
252,25.15365881,946,
253,25.25374364,911,
254,25.35382847,850,
255,25.45391331,929,
256,25.55399814,916,
257,25.65408298,879,
258,25.75416781,904,
259,25.85425264,895,
260,25.95433748,885,
261,26.05442231,943,
262,26.15450715,926,
263,26.25459198,881,
264,26.35467681,902,
265,26.45476165,881,
266,26.55484648,910,
267,26.65493131,904,
268,26.75501615,931,
269,26.85510098,944,
270,26.95518582,873,
271,27.05527065,946,
272,27.15535548,935,
273,27.25544032,857,
274,27.35552515,911,
275,27.45560998,858,
276,27.55569482,926,
277,27.65577965,912,
278,27.75586449,859,
279,27.85594932,925,
280,27.95603415,866,
281,28.05611899,940,
282,28.15620382,890,
283,28.25628866,895,
284,28.35637349,903,
285,28.45645832,805,
286,28.55654316,869,
287,28.65662799,879,
288,28.75671282,841,
289,28.85679766,843,
290,28.95688249,840,
291,29.05696733,865,
292,29.15705216,825,
293,29.25713699,836,
294,29.35722183,885,
295,29.45730666,892,
296,29.55739149,855,
297,29.65747633,853,
298,29.75756116,817,
299,29.857646,856,
300,29.95773083,827,
301,30.05781566,870,
302,30.1579005,870,
303,30.25798533,865,
304,30.35807016,863,
305,30.458155,878,
306,30.55823983,912,
307,30.65832467,856,
308,30.7584095,880,
309,30.85849433,901,
310,30.95857917,880,
311,31.058664,893,
312,31.15874884,832,
313,31.25883367,859,
314,31.3589185,882,
315,31.45900334,852,
316,31.55908817,873,
317,31.659173,833,
318,31.75925784,914,
319,31.85934267,860,
320,31.95942751,875,
321,32.05951234,822,
322,32.15959717,824,
323,32.25968201,844,
324,32.35976684,850,
325,32.45985167,797,
326,32.55993651,842,
327,32.66002134,859,
328,32.76010618,811,
329,32.86019101,879,
330,32.96027584,869,
331,33.06036068,855,
332,33.16044551,842,
333,33.26053035,843,
334,33.36061518,898,
335,33.46070001,829,
336,33.56078485,913,
337,33.66086968,872,
338,33.76095451,884,
339,33.86103935,856,
340,33.96112418,872,
341,34.06120902,865,
342,34.16129385,867,
343,34.26137868,870,
344,34.36146352,814,
345,34.46154835,908,
346,34.56163318,849,
347,34.66171802,828,
348,34.76180285,830,
349,34.86188769,862,
350,34.96197252,807,
351,35.06205735,825,
352,35.16214219,856,
353,35.26222702,850,
354,35.36231185,796,
355,35.46239669,827,
356,35.56248152,836,
357,35.66256636,814,
358,35.76265119,855,
359,35.86273602,812,
360,35.96282086,825,
361,36.06290569,797,
362,36.16299053,779,
363,36.26307536,858,
364,36.36316019,833,
365,36.46324503,816,
366,36.56332986,845,
367,36.66341469,789,
368,36.76349953,807,
369,36.86358436,835,
370,36.9636692,837,
371,37.06375403,858,
372,37.16383886,861,
373,37.2639237,872,
374,37.36400853,862,
375,37.46409336,864,
376,37.5641782,791,
377,37.66426303,789,
378,37.76434787,798,
379,37.8644327,824,
380,37.96451753,871,
381,38.06460237,856,
382,38.1646872,846,
383,38.26477204,828,
384,38.36485687,770,
385,38.4649417,828,
386,38.56502654,846,
387,38.66511137,846,
388,38.7651962,797,
389,38.86528104,852,
390,38.96536587,826,
391,39.06545071,824,
392,39.16553554,785,
393,39.26562037,830,
394,39.36570521,793,
395,39.46579004,826,
396,39.56587487,774,
397,39.66595971,808,
398,39.76604454,826,
399,39.86612938,829,
400,39.96621421,788,
401,40.06629904,802,
402,40.16638388,772,
403,40.26646871,781,
404,40.36655354,813,
405,40.46663838,795,
406,40.56672321,808,
407,40.66680805,836,
408,40.76689288,818,
409,40.86697771,868,
410,40.96706255,802,
411,41.06714738,831,
412,41.16723222,811,
413,41.26731705,796,
414,41.36740188,811,
415,41.46748672,803,
416,41.56757155,821,
417,41.66765638,775,
418,41.76774122,838,
419,41.86782605,821,
420,41.96791089,800,
421,42.06799572,761,
422,42.16808055,836,
423,42.26816539,853,
424,42.36825022,756,
425,42.46833505,873,
426,42.56841989,779,
427,42.66850472,828,
428,42.76858956,814,
429,42.86867439,806,
430,42.96875922,803,
431,43.06884406,819,
432,43.16892889,824,
433,43.26901373,815,
434,43.36909856,845,
435,43.46918339,764,
436,43.56926823,791,
437,43.66935306,883,
438,43.76943789,826,
439,43.86952273,780,
440,43.96960756,760,
441,44.0696924,815,
442,44.16977723,797,
443,44.26986206,854,
444,44.3699469,828,
445,44.47003173,844,
446,44.57011656,785,
447,44.6702014,776,
448,44.77028623,812,
449,44.87037107,778,
450,44.9704559,808,
451,45.07054073,801,
452,45.17062557,806,
453,45.2707104,827,
454,45.37079524,767,
455,45.47088007,831,
456,45.5709649,801,
457,45.67104974,823,
458,45.77113457,762,
459,45.8712194,833,
460,45.97130424,851,
461,46.07138907,813,
462,46.17147391,851,
463,46.27155874,822,
464,46.37164357,828,
465,46.47172841,799,
466,46.57181324,770,
467,46.67189807,862,
468,46.77198291,777,
469,46.87206774,807,
470,46.97215258,761,
471,47.07223741,760,
472,47.17232224,794,
473,47.27240708,836,
474,47.37249191,840,
475,47.47257674,746,
476,47.57266158,853,
477,47.67274641,841,
478,47.77283125,840,
479,47.87291608,758,
480,47.97300091,795,
481,48.07308575,803,
482,48.17317058,857,
483,48.27325542,770,
484,48.37334025,826,
485,48.47342508,835,
486,48.57350992,794,
487,48.67359475,830,
488,48.77367958,776,
489,48.87376442,796,
490,48.97384925,816,
491,49.07393409,800,
492,49.17401892,767,
493,49.27410375,814,
494,49.37418859,765,
495,49.47427342,823,
496,49.57435825,788,
497,49.67444309,803,
498,49.77452792,805,
499,49.87461276,803,
500,49.97469759,828,
501,50.07478242,744,
502,50.17486726,817,
503,50.27495209,823,
504,50.37503693,841,
505,50.47512176,772,
506,50.57520659,804,
507,50.67529143,841,
508,50.77537626,779,
509,50.87546109,765,
510,50.97554593,846,
511,51.07563076,789,
512,51.1757156,791,
513,51.27580043,843,
514,51.37588526,785,
515,51.4759701,798,
516,51.57605493,772,
517,51.67613976,783,
518,51.7762246,827,
519,51.87630943,821,
520,51.97639427,786,
521,52.0764791,822,
522,52.17656393,815,
523,52.27664877,781,
524,52.3767336,743,
525,52.47681843,788,
526,52.57690327,786,
527,52.6769881,795,
528,52.77707294,806,
529,52.87715777,736,
530,52.9772426,774,
531,53.07732744,791,
532,53.17741227,801,
533,53.27749711,826,
534,53.37758194,835,
535,53.47766677,827,
536,53.57775161,805,
537,53.67783644,807,
538,53.77792127,768,
539,53.87800611,753,
540,53.97809094,761,
541,54.07817578,811,
542,54.17826061,784,
543,54.27834544,791,
544,54.37843028,845,
545,54.47851511,772,
546,54.57859994,772,
547,54.67868478,765,
548,54.77876961,724,
549,54.87885445,778,
550,54.97893928,787,
551,55.07902411,776,
552,55.17910895,758,
553,55.27919378,802,
554,55.37927862,787,
555,55.47936345,779,
556,55.57944828,744,
557,55.67953312,755,
558,55.77961795,817,
559,55.87970278,807,
560,55.97978762,789,
561,56.07987245,809,
562,56.17995729,774,
563,56.28004212,824,
564,56.38012695,806,
565,56.48021179,824,
566,56.58029662,767,
567,56.68038145,826,
568,56.78046629,742,
569,56.88055112,774,
570,56.98063596,777,
571,57.08072079,780,
572,57.18080562,753,
573,57.28089046,790,
574,57.38097529,781,
575,57.48106012,788,
576,57.58114496,774,
577,57.68122979,762,
578,57.78131463,790,
579,57.88139946,803,
580,57.98148429,809,
581,58.08156913,728,
582,58.18165396,777,
583,58.2817388,766,
584,58.38182363,852,
585,58.48190846,778,
586,58.5819933,771,
587,58.68207813,808,
588,58.78216296,756,
589,58.8822478,800,
590,58.98233263,780,
591,59.08241747,759,
592,59.1825023,781,
593,59.28258713,793,
594,59.38267197,781,
595,59.4827568,823,
596,59.58284163,750,
597,59.68292647,806,
598,59.7830113,810,
599,59.88309614,759,
600,59.98318097,801,
601,60.0832658,743,
602,60.18335064,778,
603,60.28343547,800,
604,60.38352031,771,
605,60.48360514,751,
606,60.58368997,778,
607,60.68377481,769,
608,60.78385964,806,
609,60.88394447,779,
610,60.98402931,774,
611,61.08411414,809,
612,61.18419898,834,
613,61.28428381,790,
614,61.38436864,748,
615,61.48445348,715,
616,61.58453831,778,
617,61.68462314,788,
618,61.78470798,800,
619,61.88479281,829,
620,61.98487765,775,
621,62.08496248,792,
622,62.18504731,797,
623,62.28513215,802,
624,62.38521698,806,
625,62.48530181,778,
626,62.58538665,794,
627,62.68547148,805,
628,62.78555632,781,
629,62.88564115,782,
630,62.98572598,830,
631,63.08581082,772,
632,63.18589565,757,
633,63.28598049,792,
634,63.38606532,762,
635,63.48615015,789,
636,63.58623499,743,
637,63.68631982,796,
638,63.78640465,768,
639,63.88648949,769,
640,63.98657432,791,
641,64.08665916,880,
642,64.18674399,819,
643,64.28682882,808,
644,64.38691366,806,
645,64.48699849,793,
646,64.58708332,749,
647,64.68716816,818,
648,64.78725299,823,
649,64.88733783,778,
650,64.98742266,827,
651,65.08750749,768,
652,65.18759233,825,
653,65.28767716,786,
654,65.387762,841,
655,65.48784683,825,
656,65.58793166,878,
657,65.6880165,798,
658,65.78810133,782,
659,65.88818616,762,
660,65.988271,804,
661,66.08835583,810,
662,66.18844067,789,
663,66.2885255,772,
664,66.38861033,809,
665,66.48869517,765,
666,66.58878,835,
667,66.68886483,783,
668,66.78894967,804,
669,66.8890345,818,
670,66.98911934,792,
671,67.08920417,811,
672,67.189289,788,
673,67.28937384,793,
674,67.38945867,813,
675,67.48954351,820,
676,67.58962834,795,
677,67.68971317,796,
678,67.78979801,822,
679,67.88988284,768,
680,67.98996767,802,
681,68.09005251,807,
682,68.19013734,761,
683,68.29022218,786,
684,68.39030701,788,
685,68.49039184,785,
686,68.59047668,786,
687,68.69056151,811,
688,68.79064634,822,
689,68.89073118,822,
690,68.99081601,800,
691,69.09090085,804,
692,69.19098568,743,
693,69.29107051,789,
694,69.39115535,827,
695,69.49124018,748,
696,69.59132501,822,
697,69.69140985,744,
698,69.79149468,786,
699,69.89157952,773,
700,69.99166435,805,
701,70.09174918,790,
702,70.19183402,826,
703,70.29191885,759,
704,70.39200369,790,
705,70.49208852,807,
706,70.59217335,791,
707,70.69225819,803,
708,70.79234302,763,
709,70.89242785,825,
710,70.99251269,807,
711,71.09259752,768,
712,71.19268236,791,
713,71.29276719,766,
714,71.39285202,826,
715,71.49293686,783,
716,71.59302169,771,
717,71.69310652,811,
718,71.79319136,820,
719,71.89327619,802,
720,71.99336103,846,
721,72.09344586,740,
722,72.19353069,799,
723,72.29361553,810,
724,72.39370036,792,
725,72.4937852,748,
726,72.59387003,778,
727,72.69395486,828,
728,72.7940397,822,
729,72.89412453,847,
730,72.99420936,834,
731,73.0942942,787,
732,73.19437903,773,
733,73.29446387,834,
734,73.3945487,795,
735,73.49463353,757,
736,73.59471837,761,
737,73.6948032,781,
738,73.79488803,822,
739,73.89497287,815,
740,73.9950577,823,
741,74.09514254,753,
742,74.19522737,769,
743,74.2953122,825,
744,74.39539704,789,
745,74.49548187,850,
746,74.5955667,818,
747,74.69565154,859,
748,74.79573637,820,
749,74.89582121,787,
750,74.99590604,726,
751,75.09599087,849,
752,75.19607571,821,
753,75.29616054,830,
754,75.39624538,782,
755,75.49633021,786,
756,75.59641504,831,
757,75.69649988,806,
758,75.79658471,754,
759,75.89666954,772,
760,75.99675438,841,
761,76.09683921,820,
762,76.19692405,769,
763,76.29700888,810,
764,76.39709371,751,
765,76.49717855,820,
766,76.59726338,767,
767,76.69734821,859,
768,76.79743305,781,
769,76.89751788,847,
770,76.99760272,827,
771,77.09768755,842,
772,77.19777238,848,
773,77.29785722,814,
774,77.39794205,797,
775,77.49802689,812,
776,77.59811172,791,
777,77.69819655,759,
778,77.79828139,818,
779,77.89836622,772,
780,77.99845105,774,
781,78.09853589,848,
782,78.19862072,835,
783,78.29870556,805,
784,78.39879039,805,
785,78.49887522,816,
786,78.59896006,772,
787,78.69904489,845,
788,78.79912972,781,
789,78.89921456,852,
790,78.99929939,802,
791,79.09938423,805,
792,79.19946906,827,
793,79.29955389,852,
794,79.39963873,817,
795,79.49972356,763,
796,79.59980839,743,
797,79.69989323,841,
798,79.79997806,809,
799,79.9000629,806,
800,80.00014773,827,
801,80.10023256,806,
802,80.2003174,811,
803,80.30040223,807,
804,80.40048707,803,
805,80.5005719,819,
806,80.60065673,842,
807,80.70074157,819,
808,80.8008264,824,
809,80.90091123,812,
810,81.00099607,793,
811,81.1010809,800,
812,81.20116574,792,
813,81.30125057,808,
814,81.4013354,779,
815,81.50142024,817,
816,81.60150507,784,
817,81.7015899,779,
818,81.80167474,778,
819,81.90175957,813,
820,82.00184441,810,
821,82.10192924,814,
822,82.20201407,849,
823,82.30209891,798,
824,82.40218374,774,
825,82.50226858,797,
826,82.60235341,824,
827,82.70243824,833,
828,82.80252308,819,
829,82.90260791,814,
830,83.00269274,837,
831,83.10277758,816,
832,83.20286241,810,
833,83.30294725,782,
834,83.40303208,834,
835,83.50311691,815,
836,83.60320175,845,
837,83.70328658,821,
838,83.80337141,820,
839,83.90345625,840,
840,84.00354108,812,
841,84.10362592,826,
842,84.20371075,821,
843,84.30379558,805,
844,84.40388042,811,
845,84.50396525,820,
846,84.60405008,838,
847,84.70413492,790,
848,84.80421975,790,
849,84.90430459,804,
850,85.00438942,808,
851,85.10447425,869,
852,85.20455909,818,
853,85.30464392,841,
854,85.40472876,860,
855,85.50481359,832,
856,85.60489842,822,
857,85.70498326,814,
858,85.80506809,823,
859,85.90515292,866,
860,86.00523776,780,
861,86.10532259,851,
862,86.20540743,860,
863,86.30549226,832,
864,86.40557709,856,
865,86.50566193,807,
866,86.60574676,820,
867,86.70583159,807,
868,86.80591643,821,
869,86.90600126,820,
870,87.0060861,862,
871,87.10617093,839,
872,87.20625576,839,
873,87.3063406,856,
874,87.40642543,884,
875,87.50651027,792,
876,87.6065951,811,
877,87.70667993,899,
878,87.80676477,883,
879,87.9068496,870,
880,88.00693443,825,
881,88.10701927,833,
882,88.2071041,845,
883,88.30718894,829,
884,88.40727377,905,
885,88.5073586,793,
886,88.60744344,911,
887,88.70752827,820,
888,88.8076131,860,
889,88.90769794,777,
890,89.00778277,796,
891,89.10786761,816,
892,89.20795244,864,
893,89.30803727,904,
894,89.40812211,842,
895,89.50820694,824,
896,89.60829177,866,
897,89.70837661,872,
898,89.80846144,819,
899,89.90854628,852,
900,90.00863111,825,
901,90.10871594,826,
902,90.20880078,807,
903,90.30888561,841,
904,90.40897045,864,
905,90.50905528,803,
906,90.60914011,801,
907,90.70922495,835,
908,90.80930978,865,
909,90.90939461,859,
910,91.00947945,825,
911,91.10956428,831,
912,91.20964912,804,
913,91.30973395,822,
914,91.40981878,813,
915,91.50990362,845,
916,91.60998845,867,
917,91.71007328,820,
918,91.81015812,893,
919,91.91024295,822,
920,92.01032779,840,
921,92.11041262,831,
922,92.21049745,870,
923,92.31058229,847,
924,92.41066712,836,
925,92.51075196,862,
926,92.61083679,874,
927,92.71092162,832,
928,92.81100646,777,
929,92.91109129,879,
930,93.01117612,835,
931,93.11126096,835,
932,93.21134579,890,
933,93.31143063,856,
934,93.41151546,884,
935,93.51160029,830,
936,93.61168513,801,
937,93.71176996,850,
938,93.81185479,818,
939,93.91193963,849,
940,94.01202446,869,
941,94.1121093,837,
942,94.21219413,846,
943,94.31227896,864,
944,94.4123638,855,
945,94.51244863,879,
946,94.61253347,775,
947,94.7126183,871,
948,94.81270313,840,
949,94.91278797,847,
950,95.0128728,833,
951,95.11295763,854,
952,95.21304247,866,
953,95.3131273,864,
954,95.41321214,875,
955,95.51329697,857,
956,95.6133818,888,
957,95.71346664,835,
958,95.81355147,884,
959,95.9136363,848,
960,96.01372114,826,
961,96.11380597,818,
962,96.21389081,829,
963,96.31397564,894,
964,96.41406047,871,
965,96.51414531,879,
966,96.61423014,901,
967,96.71431497,853,
968,96.81439981,800,
969,96.91448464,894,
970,97.01456948,801,
971,97.11465431,879,
972,97.21473914,878,
973,97.31482398,911,
974,97.41490881,856,
975,97.51499365,772,
976,97.61507848,823,
977,97.71516331,847,
978,97.81524815,881,
979,97.91533298,884,
980,98.01541781,869,
981,98.11550265,873,
982,98.21558748,848,
983,98.31567232,800,
984,98.41575715,927,
985,98.51584198,856,
986,98.61592682,854,
987,98.71601165,848,
988,98.81609648,863,
989,98.91618132,910,
990,99.01626615,861,
991,99.11635099,904,
992,99.21643582,925,
993,99.31652065,847,
994,99.41660549,892,
995,99.51669032,901,
996,99.61677516,886,
997,99.71685999,857,
998,99.81694482,866,
999,99.91702966,828,
1000,100.0171145,821,
1001,100.1171993,890,
1002,100.2172842,944,
1003,100.317369,864,
1004,100.4174538,906,
1005,100.5175387,868,
1006,100.6176235,846,
1007,100.7177083,850,
1008,100.8177932,863,
1009,100.917878,834,
1010,101.0179628,905,
1011,101.1180477,878,
1012,101.2181325,839,
1013,101.3182173,881,
1014,101.4183022,874,
1015,101.518387,864,
1016,101.6184718,879,
1017,101.7185567,886,
1018,101.8186415,803,
1019,101.9187263,865,
1020,102.0188112,854,
1021,102.118896,914,
1022,102.2189808,879,
1023,102.3190657,887,
1024,102.4191505,890,
1025,102.5192353,926,
1026,102.6193202,888,
1027,102.719405,882,
1028,102.8194898,884,
1029,102.9195747,922,
1030,103.0196595,894,
1031,103.1197443,877,
1032,103.2198292,873,
1033,103.319914,886,
1034,103.4199988,891,
1035,103.5200837,895,
1036,103.6201685,886,
1037,103.7202533,863,
1038,103.8203382,891,
1039,103.920423,857,
1040,104.0205078,894,
1041,104.1205927,955,
1042,104.2206775,883,
1043,104.3207623,937,
1044,104.4208472,938,
1045,104.520932,921,
1046,104.6210168,877,
1047,104.7211017,836,
1048,104.8211865,858,
1049,104.9212713,972,
1050,105.0213562,987,
1051,105.121441,903,
1052,105.2215258,923,
1053,105.3216107,934,
1054,105.4216955,903,
1055,105.5217803,904,
1056,105.6218652,933,
1057,105.72195,917,
1058,105.8220349,899,
1059,105.9221197,901,
1060,106.0222045,909,
1061,106.1222894,945,
1062,106.2223742,899,
1063,106.322459,863,
1064,106.4225439,921,
1065,106.5226287,935,
1066,106.6227135,992,
1067,106.7227984,952,
1068,106.8228832,855,
1069,106.922968,894,
1070,107.0230529,934,
1071,107.1231377,921,
1072,107.2232225,920,
1073,107.3233074,883,
1074,107.4233922,920,
1075,107.523477,858,
1076,107.6235619,921,
1077,107.7236467,977,
1078,107.8237315,936,
1079,107.9238164,948,
1080,108.0239012,961,
1081,108.123986,929,
1082,108.2240709,959,
1083,108.3241557,945,
1084,108.4242405,953,
1085,108.5243254,929,
1086,108.6244102,938,
1087,108.724495,890,
1088,108.8245799,963,
1089,108.9246647,950,
1090,109.0247495,964,
1091,109.1248344,1002,
1092,109.2249192,983,
1093,109.325004,969,
1094,109.4250889,944,
1095,109.5251737,979,
1096,109.6252585,945,
1097,109.7253434,908,
1098,109.8254282,937,
1099,109.925513,954,
1100,110.0255979,907,
1101,110.1256827,971,
1102,110.2257675,941,
1103,110.3258524,974,
1104,110.4259372,975,
1105,110.526022,899,
1106,110.6261069,887,
1107,110.7261917,948,
1108,110.8262765,952,
1109,110.9263614,953,
1110,111.0264462,938,
1111,111.126531,959,
1112,111.2266159,943,
1113,111.3267007,918,
1114,111.4267855,962,
1115,111.5268704,903,
1116,111.6269552,1002,
1117,111.72704,1040,
1118,111.8271249,912,
1119,111.9272097,962,
1120,112.0272945,973,
1121,112.1273794,962,
1122,112.2274642,899,
1123,112.327549,948,
1124,112.4276339,991,
1125,112.5277187,1028,
1126,112.6278035,963,
1127,112.7278884,996,
1128,112.8279732,942,
1129,112.9280581,1013,
1130,113.0281429,958,
1131,113.1282277,910,
1132,113.2283126,988,
1133,113.3283974,984,
1134,113.4284822,905,
1135,113.5285671,982,
1136,113.6286519,924,
1137,113.7287367,983,
1138,113.8288216,922,
1139,113.9289064,946,
1140,114.0289912,950,
1141,114.1290761,961,
1142,114.2291609,995,
1143,114.3292457,942,
1144,114.4293306,980,
1145,114.5294154,989,
1146,114.6295002,949,
1147,114.7295851,954,
1148,114.8296699,1017,
1149,114.9297547,1019,
1150,115.0298396,957,
1151,115.1299244,964,
1152,115.2300092,987,
1153,115.3300941,982,
1154,115.4301789,992,
1155,115.5302637,1015,
1156,115.6303486,987,
1157,115.7304334,975,
1158,115.8305182,1024,
1159,115.9306031,975,
1160,116.0306879,925,
1161,116.1307727,998,
1162,116.2308576,984,
1163,116.3309424,970,
1164,116.4310272,974,
1165,116.5311121,993,
1166,116.6311969,960,
1167,116.7312817,962,
1168,116.8313666,1010,
1169,116.9314514,999,
1170,117.0315362,963,
1171,117.1316211,924,
1172,117.2317059,1018,
1173,117.3317907,966,
1174,117.4318756,970,
1175,117.5319604,1042,
1176,117.6320452,1032,
1177,117.7321301,1001,
1178,117.8322149,968,
1179,117.9322997,994,
1180,118.0323846,1025,
1181,118.1324694,1021,
1182,118.2325542,938,
1183,118.3326391,1005,
1184,118.4327239,1037,
1185,118.5328087,987,
1186,118.6328936,1006,
1187,118.7329784,980,
1188,118.8330632,968,
1189,118.9331481,964,
1190,119.0332329,987,
1191,119.1333177,1008,
1192,119.2334026,987,
1193,119.3334874,1005,
1194,119.4335722,991,
1195,119.5336571,963,
1196,119.6337419,952,
1197,119.7338267,987,
1198,119.8339116,1035,
1199,119.9339964,1040,
1200,120.0340813,989,
1201,120.1341661,995,
1202,120.2342509,1047,
1203,120.3343358,960,
1204,120.4344206,1017,
1205,120.5345054,975,
1206,120.6345903,1017,
1207,120.7346751,1021,
1208,120.8347599,1008,
1209,120.9348448,1019,
1210,121.0349296,988,
1211,121.1350144,1024,
1212,121.2350993,1062,
1213,121.3351841,1045,
1214,121.4352689,965,
1215,121.5353538,1098,
1216,121.6354386,994,
1217,121.7355234,1051,
1218,121.8356083,1025,
1219,121.9356931,1084,
1220,122.0357779,988,
1221,122.1358628,1002,
1222,122.2359476,980,
1223,122.3360324,1052,
1224,122.4361173,999,
1225,122.5362021,1048,
1226,122.6362869,994,
1227,122.7363718,1019,
1228,122.8364566,1000,
1229,122.9365414,1019,
1230,123.0366263,1032,
1231,123.1367111,1004,
1232,123.2367959,996,
1233,123.3368808,1082,
1234,123.4369656,1017,
1235,123.5370504,1044,
1236,123.6371353,964,
1237,123.7372201,1019,
1238,123.8373049,1053,
1239,123.9373898,1008,
1240,124.0374746,1006,
1241,124.1375594,987,
1242,124.2376443,1019,
1243,124.3377291,1017,
1244,124.4378139,1069,
1245,124.5378988,1008,
1246,124.6379836,1017,
1247,124.7380684,1020,
1248,124.8381533,1064,
1249,124.9382381,1026,
1250,125.0383229,1044,
1251,125.1384078,1034,
1252,125.2384926,1011,
1253,125.3385774,992,
1254,125.4386623,1074,
1255,125.5387471,1057,
1256,125.6388319,1053,
1257,125.7389168,1108,
1258,125.8390016,1034,
1259,125.9390864,1038,
1260,126.0391713,1061,
1261,126.1392561,1013,
1262,126.2393409,1086,
1263,126.3394258,990,
1264,126.4395106,1057,
1265,126.5395954,1010,
1266,126.6396803,1043,
1267,126.7397651,1050,
1268,126.8398499,1042,
1269,126.9399348,985,
1270,127.0400196,1007,
1271,127.1401045,1086,
1272,127.2401893,1021,
1273,127.3402741,1053,
1274,127.440359,1040,
1275,127.5404438,1032,
1276,127.6405286,1022,
1277,127.7406135,1059,
1278,127.8406983,1051,
1279,127.9407831,1046,
1280,128.040868,1041,
1281,128.1409528,1022,
1282,128.2410376,1068,
1283,128.3411225,1021,
1284,128.4412073,1009,
1285,128.5412921,1035,
1286,128.641377,1051,
1287,128.7414618,1075,
1288,128.8415466,1050,
1289,128.9416315,1077,
1290,129.0417163,1081,
1291,129.1418011,1000,
1292,129.241886,1058,
1293,129.3419708,1035,
1294,129.4420556,1017,
1295,129.5421405,1083,
1296,129.6422253,965,
1297,129.7423101,1067,
1298,129.842395,1019,
1299,129.9424798,1047,
1300,130.0425646,1058,
1301,130.1426495,1057,
1302,130.2427343,963,
1303,130.3428191,1025,
1304,130.442904,1046,
1305,130.5429888,1029,
1306,130.6430736,1024,
1307,130.7431585,1023,
1308,130.8432433,1088,
1309,130.9433281,1010,
1310,131.043413,1005,
1311,131.1434978,994,
1312,131.2435826,1007,
1313,131.3436675,1047,
1314,131.4437523,1003,
1315,131.5438371,1026,
1316,131.643922,1102,
1317,131.7440068,1077,
1318,131.8440916,1059,
1319,131.9441765,1039,
1320,132.0442613,1052,
1321,132.1443461,1047,
1322,132.244431,1000,
1323,132.3445158,1062,
1324,132.4446006,1045,
1325,132.5446855,1062,
1326,132.6447703,1008,
1327,132.7448551,987,
1328,132.84494,1096,
1329,132.9450248,1070,
1330,133.0451096,1077,
1331,133.1451945,993,
1332,133.2452793,1036,
1333,133.3453641,1073,
1334,133.445449,1041,
1335,133.5455338,1067,
1336,133.6456186,1022,
1337,133.7457035,1059,
1338,133.8457883,1056,
1339,133.9458731,1090,
1340,134.045958,1024,
1341,134.1460428,1034,
1342,134.2461277,1083,
1343,134.3462125,1125,
1344,134.4462973,1073,
1345,134.5463822,1086,
1346,134.646467,1060,
1347,134.7465518,1103,
1348,134.8466367,1087,
1349,134.9467215,1052,
1350,135.0468063,1016,
1351,135.1468912,1046,
1352,135.246976,1041,
1353,135.3470608,1035,
1354,135.4471457,1058,
1355,135.5472305,1038,
1356,135.6473153,1016,
1357,135.7474002,1050,
1358,135.847485,1060,
1359,135.9475698,1022,
1360,136.0476547,1058,
1361,136.1477395,1082,
1362,136.2478243,1051,
1363,136.3479092,1048,
1364,136.447994,1015,
1365,136.5480788,1092,
1366,136.6481637,1084,
1367,136.7482485,1033,
1368,136.8483333,1106,
1369,136.9484182,1082,
1370,137.048503,1066,
1371,137.1485878,1049,
1372,137.2486727,1035,
1373,137.3487575,985,
1374,137.4488423,1052,
1375,137.5489272,1112,
1376,137.649012,993,
1377,137.7490968,1133,
1378,137.8491817,1047,
1379,137.9492665,1059,
1380,138.0493513,1102,
1381,138.1494362,1069,
